Timestamp,Vx_Delta,Timestamp,chassis_vx_filter,
13435326,0.0096193,13435326,-0.365181,
13450499,0.046591,13450499,-0.469726,
13464758,0.073072,13464758,-0.447526,
13480290,0.0499131,13480290,-0.365961,
13497044,0.00577417,13497044,-0.294453,
13512198,0.0666108,13512198,-0.306729,
13527398,0.11866,13527398,-0.227219,
13544562,0.0491928,13544562,-0.119394,
13560655,0.0242223,13560655,0.0570068,
13589327,0.00445225,13589327,0.112397,
13608013,0.000106215,13608013,0.149491,
13619585,0.00506757,13619585,0.161657,
13636973,0.000765696,13636973,0.176557,
13652485,0.00666437,13652485,0.246142,
13683900,0.0184763,13683900,0.271237,
13700347,0.0106588,13700347,0.267321,
13729488,0.00495803,13729488,0.24665,
13744581,0.0227629,13744581,0.250887,
13764519,0.00560369,13764519,0.254672,
13789851,0.00384462,13789851,0.0925971,
13807460,0.00525024,13807460,0.0145603,
13823696,0.00357659,13823696,-0.0265307,
13856877,0.0421224,13856877,-0.0822771,
13883845,0.0376589,13883845,-0.0854853,
13900144,0.0541971,13900144,-0.109463,
13917829,0.0359509,13917829,-0.137663,
13951197,0.0348451,13951197,-0.301466,
13978144,0.0600851,13978144,-0.384358,
13994245,0.0776618,13994245,-0.370733,
14012984,9.90629e-05,14012984,-0.298459,
14041521,0.0450839,14041521,-0.225277,
14076743,0.0149454,14076743,-0.159312,
14102416,0.051977,14102416,-0.108386,
14117897,0.0230169,14117897,-0.0691109,
14147652,0.00943329,14147652,-0.0575203,
14163842,0.00715058,14163842,-0.0912893,
14179374,0.0135241,14179374,-0.0370033,
14209407,0.0103353,14209407,-0.0656014,
14224344,0.0311882,14224344,-0.0976455,
14239843,0.0078569,14239843,-0.113318,
14255676,0.0101653,14255676,-0.126633,
14271072,0.0248222,14271072,-0.151791,
14286229,0.011222,14286229,-0.178996,
14302800,0.0139186,14302800,-0.211706,
14332969,0.000221744,14332969,-0.244516,
14348104,0.000832796,14348104,-0.252919,
14365133,0.00332178,14365133,-0.234315,
14382207,0.000629202,14382207,-0.227937,
14412336,0.000103042,14412336,-0.19812,
14442282,0.00423606,14442282,-0.18339,
14458963,9.29534e-05,14458963,-0.141825,
14488454,0.00338303,14488454,-0.116654,
14502131,5.48959e-05,14502131,-0.0960062,
14519050,0.00505929,14519050,-0.0330605,
14549396,0.000411144,14549396,-0.000616943,
14564579,0.00564971,14564579,-0.00032705,
14583664,0.00935419,14583664,-0.0131319,
14608646,0.00681428,14608646,-0.0138798,
14625288,0.0017684,14625288,-0.0167658,
14642133,0.00149276,14642133,-0.00671361,
14656923,0.00635469,14656923,-0.006173,
14672520,0.00171289,14672520,0.0175739,
14689673,0.0187107,14689673,0.0205572,
14716756,0.0211047,14716756,0.0196097,
14733573,0.0322377,14733573,0.0375674,
14748769,0.0319886,14748769,0.0504502,
14768287,0.0136187,14768287,0.0730717,
14795333,0.0102546,14795333,0.105224,
14810415,0.0144599,14810415,0.12424,
14827482,0.00752003,14827482,0.154685,
14844705,0.0238375,14844705,0.196353,
14859012,0.00179085,14859012,0.228366,
14874377,0.000850171,14874377,0.252255,
14892371,0.00171879,14892371,0.334242,
14919446,0.00365794,14919446,0.354444,
14936345,0.00257245,14936345,0.369788,
14952514,0.00411618,14952514,0.403938,
14982440,0.0154136,14982440,0.412013,
14997643,0.0106576,14997643,0.42277,
15027510,0.0142986,15027510,0.444354,
15043541,0.0141511,15043541,0.466976,
15059960,0.0131488,15059960,0.296088,
15077484,0.00273591,15077484,0.00509478,
15106178,3.83183e-05,15106178,0.0903217,
15121156,0.00541584,15121156,0.147491,
15137482,0.00723168,15137482,0.182782,
15154008,3.91901e-05,15154008,0.272145,
15183849,0.00273091,15183849,0.319831,
15204359,0.144787,15204359,0.135393,
15232653,0.00627872,15232653,-0.440362,
15261724,0.00554702,15261724,-0.324917,
15278076,0.023964,15278076,-0.242952,
15295528,0.0402383,15295528,-0.125986,
15324396,0.0385517,15324396,-0.0251522,
15346300,0.0213643,15346300,-0.09316,
15375259,0.0117494,15375259,0.0453704,
15407412,6.77258e-05,15407412,0.132636,
15539352,0.0216267,15539352,0.142596,
15559636,0.0111736,15559636,0.165079,
15579424,0.014343,15579424,0.084566,
15608633,0.00322502,15608633,0.0349284,
15622264,0.00190074,15622264,0.0409533,
15639579,0.0135969,15639579,0.0372019,
15655432,0.0160341,15655432,0.0186212,
15671254,0.000794481,15671254,-0.00818342,
15687352,0.0152292,15687352,-0.0344478,
15717217,0.00341057,15717217,-0.0324621,
15732700,0.0216282,15732700,-0.0666138,
15748530,0.00772672,15748530,-0.0961672,
15764722,0.0207842,15764722,-0.126393,
15779439,0.0179094,15779439,-0.086957,
15796009,0.0176943,15796009,-0.0891422,
15810532,0.0204034,15810532,-0.137352,
15826189,0.00632559,15826189,-0.163283,
15840333,0.0252666,15840333,-0.19274,
15856371,0.0406824,15856371,-0.171742,
15872675,0.0327643,15872675,-0.121463,
15887922,0.007584,15887922,-0.0627919,
15905823,0.00105412,15905823,-0.064904,
15920346,0.0197694,15920346,-0.000959142,
15935924,0.00321092,15935924,-0.0720013,
15967218,0.00172722,15967218,-0.0144713,
15982358,0.00787255,15982358,-0.0215985,
15999637,0.0199408,15999637,-0.0599609,
16014278,0.0279341,16014278,-0.0903377,
16029393,0.0126544,16029393,-0.0289708,
16044257,0.0161485,16044257,-0.0249895,
16060454,0.00126563,16060454,-0.00154371,
16076835,0.00861606,16076835,0.0160773,
16089524,0.0119841,16089524,-0.00707381,
16106509,0.0154991,16106509,-0.0423801,
16122508,0.00289088,16122508,-0.0664962,
16137769,0.00140092,16137769,-0.14229,
16156175,0.012835,16156175,-0.256814,
16186832,0.0103994,16186832,-0.251102,
16217448,0.0272089,16217448,-0.226065,
16231478,5.68479e-05,16231478,-0.18309,
16249589,0.0031262,16249589,-0.187833,
16279409,0.0033756,16279409,-0.169334,
16294470,0.000472248,16294470,-0.174716,
16309375,0.00573678,16309375,-0.172001,
16325147,0.0114156,16325147,-0.170975,
16335439,0.00110099,16335439,-0.152575,
16357571,0.00440898,16357571,-0.113313,
16372535,0.00292158,16372535,-0.110218,
16389192,0.000214964,16389192,-0.0878441,
16408166,0.00112463,16408166,-0.0352563,
16434307,0.00157206,16434307,-0.00031714,
16450393,0.00192683,16450393,0.000780332,
16466116,0.00163658,16466116,-0.00144836,
16482503,0.00753919,16482503,0.000485035,
16497754,0.0143795,16497754,-0.00113498,
16514759,0.000294268,16514759,0.022959,
16542327,0.000236645,16542327,0.050913,
16561419,0.00513739,16561419,0.0595386,
16591299,0.00455824,16591299,0.0890858,
16620203,9.28193e-05,16620203,0.0905751,
16629863,0.00283401,16629863,0.102571,
16658054,0.00377372,16658054,0.118007,
16682693,0.00586575,16682693,0.123963,
16689897,0.000479221,16689897,0.139962,
16716586,0.00323336,16716586,0.154963,
16747631,0.0078388,16747631,0.185086,
16779648,0.0164289,16779648,0.210047,
16808520,0.0301503,16808520,0.255562,
16838311,0.0143848,16838311,0.273123,
16854634,0.00997216,16854634,0.283695,
16871013,0.0150335,16871013,0.302792,
16886793,0.00285065,16886793,0.321775,
16902398,0.000275694,16902398,0.112521,
16915974,0.0732113,16915974,-0.00680954,
16932472,0.0473634,16932472,-0.0821404,
16949471,0.0551874,16949471,0.031135,
16979777,0.0141396,16979777,-0.0404893,
16994651,0.0342665,16994651,-0.0384745,
17010690,0.0211945,17010690,-0.0335839,
17027466,0.0168219,17027466,-0.0630301,
17041452,0.0512343,17041452,-0.0538982,
17056513,0.0332015,17056513,0.0046553,
17076363,0.0101949,17076363,-0.0306816,
17105091,0.00373228,17105091,-0.0135012,
17119768,0.00426721,17119768,0.0292638,
17135357,0.00508052,17135357,0.0151569,
17152138,0.00557698,17152138,0.00417054,
17182807,0.00128739,17182807,0.0278159,
17196361,0.00761005,17196361,0.0452944,
17212398,0.00654874,17212398,0.0327088,
17225813,0.00765107,17225813,0.013285,
17242374,0.0352788,17242374,0.00562924,
17260372,0.0268232,17260372,-0.0136262,
17275768,0.0248641,17275768,-0.00996478,
17290242,0.0248338,17290242,-0.00352395,
17304359,0.0148817,17304359,-0.0125109,
17320521,0.0219,17320521,-0.01721,
17338652,0.00406709,17338652,0.00353217,
17353420,0.00445527,17353420,0.0264869,
17370643,0.0171343,17370643,0.0164012,
17385524,0.0106101,17385524,0.00554329,
17401092,0.0126267,17401092,0.00235799,
17418718,0.00771995,17418718,0.0115702,
17447871,0.0174637,17447871,0.00947811,
17463671,0.00238412,17463671,0.0101641,
17481570,0.00188699,17481570,-0.00219477,
17510600,0.00096029,17510600,-0.000881171,
17526572,0.00107828,17526572,0.00649256,
17542577,0.00307295,17542577,0.0115972,
17558761,0.0064687,17558761,-0.000684462,
17575517,0.00106931,17575517,-0.00114741,
17589435,0.00249966,17589435,-0.000858413,
17605117,0.00108388,17605117,-0.00966926,
17619683,0.00559636,17619683,-0.0311406,
17633488,0.00952766,17633488,-0.0467796,
17649658,0.000877116,17649658,-0.0409048,
17667762,0.00258372,17667762,-0.0631794,
17695704,0.001784,17695704,-0.0786115,
17712807,0.00692703,17712807,-0.0862901,
17731478,0.0045903,17731478,-0.0890712,
17759211,0.00335407,17759211,-0.106381,
17774364,0.00252841,17774364,-0.0996495,
17791703,0.00226201,17791703,-0.112501,
17805561,0.00501268,17805561,-0.105509,
17820737,0.00078702,17820737,-0.106471,
17837696,0.00164869,17837696,-0.113503,
17853379,0.00017105,17853379,-0.112669,
17868965,0.00401532,17868965,-0.113188,
17883728,0.00535792,17883728,-0.128222,
17902527,0.0078977,17902527,-0.133522,
17931522,0.0080123,17931522,-0.129279,
17946848,0.00647396,17946848,-0.130892,
17963623,0.00095886,17963623,-0.138378,
17978304,0.00544137,17978304,-0.13827,
17992488,0.00216341,17992488,-0.144562,
18010326,0.00182842,18010326,-0.163335,
18025738,0.0068512,18025738,-0.153543,
18041527,0.00288527,18041527,-0.142112,
18071699,0.00085336,18071699,-0.12905,
18085495,0.00292163,18085495,-0.132657,
18104275,0.00307488,18104275,-0.128397,
18118405,0.00102152,18118405,-0.128644,
18133666,1.62423e-06,18133666,-0.123563,
18150318,0.00428545,18150318,-0.107426,
18171211,0.00194193,18171211,-0.0745407,
18197537,0.00254398,18197537,-0.0418697,
18214242,0.000472406,18214242,-0.0335293,
18224463,0.00235057,18224463,0.00890745,
18243932,0.00110849,18243932,0.0274225,
18259324,0.0123183,18259324,-0.00176799,
18276686,0.00683576,18276686,0.0156689,
18290681,0.0134349,18290681,0.00250069,
18307831,7.01724e-05,18307831,-0.000298354,
18321672,0.00172968,18321672,-0.0102873,
18338217,9.30056e-05,18338217,-0.00716284,
18356660,0.00176671,18356660,-0.00830986,
18384275,0.00142307,18384275,-0.00579032,
18399529,0.000595429,18399529,-0.010718,
18416477,0.000290388,18416477,-0.00570261,
18431483,0.000403421,18431483,-0.00119311,
18447626,0.000701636,18447626,-0.0106988,
18464670,0.00296114,18464670,0.000971299,
18493645,0.00247185,18493645,-0.0124782,
18510715,0.00214746,18510715,-0.00024135,
18525704,1.2544e-05,18525704,-0.00492252,
18542988,0.00329289,18542988,-0.00957079,
18558290,0.0079997,18558290,0.000655118,
18574698,0.00619293,18574698,-0.0106755,
18589632,0.000219277,18589632,-0.0134216,
18615101,0.00114011,18615101,-0.000214871,
18636744,0.00410277,18636744,0.00173918,
18653591,0.00106989,18653591,-0.00598216,
18683400,6.07234e-05,18683400,-0.00873601,
18699589,0.00211752,18699589,0.00243788,
18717622,0.00531003,18717622,0.029593,
18746213,0.00605437,18746213,0.0641282,
18764209,0.00332609,18764209,0.136265,
18795427,0.0218103,18795427,0.184081,
18809533,0.0214405,18809533,0.225772,
18825521,0.0213996,18825521,0.288195,
18840536,0.0113115,18840536,0.339975,
18855753,0.00650987,18855753,0.380814,
18873605,0.00291896,18873605,0.436501,
18888310,0.0111627,18888310,0.461534,
18904470,0.0113285,18904470,0.487335,
18920201,0.000635445,18920201,0.526882,
18935678,0.00918257,18935678,0.52325,
18950314,0.0614533,18950314,0.421019,
18966533,0.142922,18966533,0.13971,
18985711,0.133707,18985711,-0.211048,
19011365,0.078864,19011365,-0.127981,
19028935,0.0373561,19028935,0.00199085,
19045658,0.132377,19045658,0.227258,
19061311,0.0776949,19061311,0.211345,
19077249,0.063419,19077249,0.170245,
19091447,0.0120751,19091447,0.0489403,
19106663,0.0428034,19106663,-0.0350906,
19122695,0.0470651,19122695,0.00124076,
19138832,0.00348516,19138832,0.0366747,
19154388,0.00875343,19154388,0.0366356,
19170128,0.051911,19170128,0.0407887,
19185798,0.00247373,19185798,0.0882276,
19201474,0.0205959,19201474,0.0753647,
19216576,0.00330023,19216576,-0.0130105,
19234801,0.00172129,19234801,-0.000654064,
19263479,0.00114319,19263479,-0.000849861,
19293505,0.0131514,19293505,0.0055257,
19308856,0.0200718,19308856,0.0082666,
19323945,0.00133704,19323945,-0.00134032,
19338328,0.0218486,19338328,-0.00334471,
19354590,0.0140111,19354590,0.0325619,
19387338,0.0108649,19387338,0.021617,
19416532,0.0196858,19416532,0.0327604,
19447470,0.0176907,19447470,0.0830202,
19477336,0.000871398,19477336,0.0398058,
19493684,0.00595235,19493684,-0.0269055,
19523640,0.00230779,19523640,-0.017021,
19540190,0.0175347,19540190,-0.0650912,
19557652,0.0117953,19557652,-0.0476744,
19587112,0.00409255,19587112,-0.093467,
19602397,0.0129622,19602397,-0.117505,
19617889,0.00158709,19617889,-0.121678,
19632439,0.0108246,19632439,-0.126608,
19649082,0.0163406,19649082,-0.119038,
19664453,0.00130141,19664453,-0.11117,
19681477,0.00107267,19681477,-0.0657042,
19710462,0.00333058,19710462,-0.0591914,
19726053,0.00459951,19726053,-0.0413676,
19742185,0.00647222,19742185,-0.0353195,
19758623,0.0129438,19758623,-0.0326646,
19788293,0.0160006,19788293,-0.0182481,
19806436,0.00431323,19806436,-0.0372315,
19832326,0.005723,19832326,-0.039328,
19851489,0.00950387,19851489,-0.0483827,
19881557,0.00656069,19881557,-0.0356885,
19896464,0.0122659,19896464,-0.0334382,
19910537,0.00352699,19910537,-0.0197473,
19925837,0.00355182,19925837,-0.00725349,
19941685,0.017074,19941685,0.00233851,
19958664,0.00302878,19958664,-1.46467e-05,
19972630,0.0011871,19972630,-0.000565798,
19990627,0.0178022,19990627,-0.00828852,
20020570,0.00127968,20020570,0.000216815,
20035669,0.000488328,20035669,0.000698915,
20051769,7.13638e-05,20051769,-0.000660696,
20066300,0.00039233,20066300,0.000193463,
20084000,0.00065162,20084000,-0.000311369,
20098349,0.00575822,20098349,0.00838747,
20115100,0.00163291,20115100,0.0175036,
20130701,0.00630456,20130701,0.0299956,
20145803,0.000486456,20145803,0.0471302,
20160937,0.00667121,20160937,0.0329905,
20178927,0.00332659,20178927,0.0422455,
20208538,9.64478e-06,20208538,0.0571984,
20224568,0.000618409,20224568,0.0498486,
20242645,0.00183126,20242645,0.0359764,
20269571,0.000727318,20269571,0.0251695,
20285577,0.00146502,20285577,0.0241653,
20302421,0.0034923,20302421,0.021553,
20318635,7.50795e-05,20318635,0.0137831,
20335763,0.000302983,20335763,0.00971019,
20365019,0.00334636,20365019,0.0176538,
20379803,0.00038863,20379803,0.0190985,
20395477,0.000160439,20395477,0.0232193,
20411437,0.00568496,20411437,0.0366257,
20426300,0.00132471,20426300,0.0240334,
20441589,0.00123513,20441589,0.037712,
20457213,0.00136294,20457213,0.0321938,
20473676,0.000739329,20473676,0.0388522,
20489202,0.00328758,20489202,0.0469427,
20505835,0.00239772,20505835,0.0383284,
20536262,0.00447759,20536262,0.0289408,
20554654,0.00358223,20554654,0.0170852,
20579965,0.00203993,20579965,0.00634814,
20599244,0.000692426,20599244,0.0141282,
20610747,0.0010013,20610747,0.000955646,
20627788,0.000805288,20627788,0.00756488,
20641491,0.00262952,20641491,-0.00234368,
20658616,0.000348214,20658616,-0.00126465,
20672431,0.000947316,20672431,-7.80805e-05,
20693135,0.00617332,20693135,0.00937104,
20722252,0.0013098,20722252,0.000228967,
20752914,0.00133856,20752914,-0.000173448,
20768981,0.00256115,20768981,0.00119347,
20784443,0.00244817,20784443,0.0110311,
20799588,0.0029723,20799588,0.000214896,
20817258,0.000432135,20817258,-0.000818504,
20848062,0.00276371,20848062,-0.000298201,
20862238,0.00139509,20862238,-0.0011611,
20878348,0.00222919,20878348,-6.94845e-05,
20894419,0.000914825,20894419,-0.000563234,
20909998,0.00191614,20909998,0.00512052,
20927864,0.00376193,20927864,-0.00215139,
20957146,0.00336475,20957146,-7.2109e-05,
20971172,0.00114035,20971172,-0.00370225,
20986280,0.00342121,20986280,-0.00193549,
21003685,0.0006715,21003685,-0.0189237,
21035998,0.00263452,21035998,-0.0183135,
21049350,0.00409731,21049350,-0.0262338,
21067344,0.00135715,21067344,-0.0214812,
21080472,0.00245768,21080472,-0.0323499,
21095940,0.00150415,21095940,-0.0268566,
21112567,0.00228436,21112567,-0.0148812,
21130359,0.00305768,21130359,-0.0141577,
21158793,0.0016522,21158793,-0.0177498,
21174816,0.00437144,21174816,-0.00371633,
21189453,0.000956676,21189453,0.000244499,
21208386,0.00268025,21208386,0.00947176,
21238110,0.000364922,21238110,-0.00729666,
21253548,0.00131376,21253548,0.00100431,
21285600,0.00363341,21285600,0.00452547,
21316831,0.00181931,21316831,0.000350598,
21331470,0.000180715,21331470,-0.0115237,
21361330,0.00144987,21361330,-0.000629446,
21378279,0.000935152,21378279,0.000231236,
21406605,0.00231051,21406605,8.65152e-05,
21421419,0.000161565,21421419,0.000889168,
21436069,0.0011753,21436069,-0.00138479,
21451696,0.000436488,21451696,0.000421154,
21469448,0.000381054,21469448,-0.000656148,
21484216,0.00148755,21484216,-0.000750098,
21501794,3.68489e-05,21501794,-0.00193882,
21533493,0.00164943,21533493,-0.00100259,
21561200,0.00103875,21561200,-0.000195092,
21576362,0.00072381,21576362,0.00104291,
21594430,0.000758537,21594430,0.00522511,
21608648,0.000438009,21608648,0.00139383,
21625739,0.00454873,21625739,7.3215e-05,
21638787,0.000208855,21638787,0.0153194,
21658385,0.00375881,21658385,0.0505446,
21686171,0.00646631,21686171,0.0832112,
21702585,0.0190074,21702585,0.0960116,
21718332,0.0463245,21718332,0.00441144,
21733998,0.0438961,21733998,-0.120936,
21748611,0.0137969,21748611,-0.116628,
21765034,0.0180565,21765034,-0.111571,
21783306,0.0259074,21783306,-0.0444176,
21797556,0.000379581,21797556,-0.0451571,
21811593,0.00931568,21811593,-0.0278161,
21826325,0.00150939,21826325,-0.00796767,
21842163,0.00240141,21842163,0.0905745,
21857536,0.00918563,21857536,0.150701,
21873845,0.0312346,21873845,0.265094,
21890249,0.00625691,21890249,0.35778,
21906813,0.123559,21906813,0.0277676,
21934220,0.121828,21934220,-0.206824,
21952425,0.0928249,21952425,0.0511789,
21984698,0.0494248,21984698,0.00510082,
22015139,0.0025524,22015139,0.00620192,
22029440,0.0274944,22029440,0.110061,
22044329,0.0443739,22044329,0.0638857,
22060409,0.0415576,22060409,0.026165,
22076647,0.0165148,22076647,0.00587715,
22093327,0.132613,22093327,0.189967,
22122267,0.064771,22122267,0.215023,
22137375,0.0813832,22137375,0.204577,
22153380,0.0189228,22153380,0.242045,
22170159,0.0124547,22170159,0.0307957,
22188380,0.0124717,22188380,-0.109079,
22222692,0.00380344,22222692,-0.0469555,
22249424,0.00163649,22249424,0.0503142,
22278415,0.0120647,22278415,0.0896088,
22292944,0.00713547,22292944,0.107949,
22309534,0.0021382,22309534,0.135595,
22326060,0.002101,22326060,0.150971,
22342555,0.000755429,22342555,0.161391,
22357881,0.00234647,22357881,0.180535,
22373233,0.129734,22373233,0.100412,
22402187,0.0489518,22402187,0.0168083,
22417594,0.0026639,22417594,-0.0394315,
22432136,0.0828111,22432136,-0.0284935,
22455547,0.0641024,22455547,-0.0597684,
22480358,0.0150699,22480358,-0.0706794,
22512655,0.00544418,22512655,-0.182822,
22528288,0.0429798,22528288,-0.266021,
22543591,0.0472355,22543591,-0.229463,
22557791,0.0277411,22557791,-0.18395,
22573035,0.00670101,22573035,-0.162761,
22589710,0.0408375,22589710,-0.124137,
22604677,0.0308555,22604677,-0.107935,
22620279,0.029981,22620279,-0.0815276,
22637578,0.0194161,22637578,-0.042102,
22654146,0.0170105,22654146,-0.0402654,
22667603,0.0281293,22667603,-0.0363598,
22683425,0.0467604,22683425,-0.0257959,
22698506,0.0220883,22698506,-0.0199643,
22714625,0.0170584,22714625,0.000656973,
22729743,0.0356421,22729743,0.00020593,
22744618,0.0114177,22744618,-0.00194177,
22762715,0.0068631,22762715,-0.0386905,
22792794,0.0193256,22792794,-0.0675803,
22807631,0.0225121,22807631,-0.106817,
22824368,0.0039579,22824368,-0.171089,
22837837,0.00821948,22837837,-0.221647,
22854402,0.000783086,22854402,-0.228805,
22870013,0.00786403,22870013,-0.259361,
22888692,0.0143605,22888692,-0.277422,
22916251,0.0244201,22916251,-0.293298,
22933346,0.0264075,22933346,-0.239727,
22961492,0.0185558,22961492,-0.221723,
22976869,0.019683,22976869,-0.235745,
22992572,0.00780968,22992572,-0.243171,
23008430,0.0024491,23008430,-0.244191,
23025660,0.0035505,23025660,-0.268309,
23040236,0.000227183,23040236,-0.250579,
23055391,0.00477716,23055391,-0.253603,
23073625,0.0122909,23073625,-0.215048,
23101278,0.0162735,23101278,-0.208256,
23109847,0.0123809,23109847,-0.143004,
23133483,0.0156646,23133483,-0.0350437,
23164349,0.0110049,23164349,0.0273946,
23181136,0.00726513,23181136,0.0812928,
23197565,0.00502715,23197565,0.199658,
23227459,0.000247151,23227459,0.259671,
23242486,0.00251532,23242486,0.319035,
23258867,0.00393924,23258867,0.375975,
23273222,0.00941718,23273222,0.434168,
23288799,0.011178,23288799,0.48919,
23304365,0.00132436,23304365,0.542195,
23319537,0.00882936,23319537,0.577108,
23334405,0.00986099,23334405,0.622723,
23350558,0.00186086,23350558,0.674303,
23366811,0.0213135,23366811,0.690796,
23380625,0.0244082,23380625,0.720123,
23397442,0.117116,23397442,0.44569,
23412588,0.0102119,23412588,-0.0969393,
23429186,0.0114341,23429186,-0.240639,
23443560,0.0207662,23443560,-0.212379,
23462112,0.0308992,23462112,-0.0722036,
23490491,0.0141928,23490491,0.122541,
23504364,0.0122934,23504364,0.225336,
23520728,0.0189715,23520728,0.395071,
23538957,0.025313,23538957,0.60271,
23569094,0.0672852,23569094,0.386982,
23585309,0.0135292,23585309,-0.240707,
23604523,0.0266476,23604523,-0.636786,
23616484,0.14476,23616484,-0.886918,
23637206,0.0726393,23637206,-0.495321,
23662766,0.0216825,23662766,-0.341292,
23676234,0.0820263,23676234,-0.450629,
23693586,0.0426605,23693586,-0.271109,
23710278,0.0202833,23710278,-0.00355851,
23725230,0.0349225,23725230,0.180778,
23740320,0.0427383,23740320,-0.0559326,
23756727,0.0385662,23756727,0.0682443,
23771811,0.0137854,23771811,0.156247,
23788036,0.0213087,23788036,0.221246,
23805824,0.00463074,23805824,0.242516,
23835780,0.00360104,23835780,0.264739,
23850286,0.0183237,23850286,0.296856,
23865699,0.0102606,23865699,0.334606,
23882692,0.0162088,23882692,0.36549,
23913418,0.00281009,23913418,0.335441,
23945231,0.00855199,23945231,0.309647,
23974234,0.00188538,23974234,0.287975,
23988843,0.00460789,23988843,0.244781,
24004956,0.00524494,24004956,0.187554,
24022242,0.111199,24022242,0.0436099,
24051013,0.037034,24051013,-0.107957,
24065744,0.0140484,24065744,-0.290105,
24085003,0.0302476,24085003,-0.344054,
24098359,0.117004,24098359,-0.418603,
24114299,0.11688,24114299,-0.445172,
24130862,0.0830173,24130862,-0.482168,
24146689,0.00645173,24146689,-0.527596,
24174400,0.0114313,24174400,-0.566528,
24193064,0.0468702,24193064,-0.578948,
24208560,0.0496903,24208560,-0.597139,
24223394,0.0585527,24223394,-0.613625,
24239545,0.0304545,24239545,-0.59032,
24254306,0.01199,24254306,-0.59329,
24275129,0.122049,24275129,0.162422,
24301509,0.0168283,24301509,0.209662,
24316789,0.0496772,24316789,0.152053,
24332420,0.00150479,24332420,0.106678,
24348314,0.00471723,24348314,0.0311998,
24363707,0.0103573,24363707,0.0428424,
24369728,0.0043754,24369728,0.020494,
24394194,0.018927,24394194,0.0440092,
24410975,0.00263761,24410975,0.00173177,
24446099,0.0134211,24446099,-0.0110641,
24472817,0.00540783,24472817,-0.0294424,
24503040,0.0564142,24503040,-0.0329705,
24515166,0.0273367,24515166,-0.031289,
24531952,0.0277406,24531952,-0.0432714,
24547969,0.0326147,24547969,-0.0394835,
24567371,0.00546297,24567371,-0.0635034,
24596453,0.0416571,24596453,-0.0703771,
24626102,0.00252937,24626102,-0.0626202,
24657151,0.00294795,24657151,-0.0256941,
24685878,0.00241958,24685878,-0.00873146,
24716117,0.000951862,24716117,-0.0148207,
24731634,0.00275621,24731634,-0.0206433,
24746707,0.00105568,24746707,-0.0143564,
24763627,0.00113783,24763627,-0.0222217,
24781782,0.000415599,24781782,-0.0293779,
24809730,0.00301476,24809730,-0.0376426,
24825980,0.00503124,24825980,-0.0250049,
24840488,0.000721781,24840488,-0.0159583,
24856866,0.00631012,24856866,-0.040817,
24873692,0.00909745,24873692,-0.0506111,
24905413,0.0148851,24905413,-0.0578062,
24934558,0.0241665,24934558,-0.0648357,
24949603,0.0370884,24949603,-0.0710895,
24965578,0.0409024,24965578,-0.0580833,
24980489,0.0353837,24980489,-0.0587053,
24995256,0.0302523,24995256,-0.0682526,
25011584,0.0631711,25011584,-0.0484298,
25029462,0.051555,25029462,0.0780281,
25059634,0.0417564,25059634,0.441962,
25099527,0.00150019,25099527,0.612829,
25119942,0.00241083,25119942,0.736823,
25135456,0.0610126,25135456,0.835191,
25150801,0.11603,25150801,0.893236,
25167313,0.112392,25167313,0.931476,
25182526,0.129267,25182526,0.930947,
25190009,0.0364705,25190009,0.755941,
25214645,0.000430435,25214645,-0.0229506,
25230103,0.0641258,25230103,-0.769341,
25245277,0.0337406,25245277,-1.46273,
25260373,0.156113,25260373,-2.28958,
25282833,0.0480084,25282833,-1.30426,
25307292,0.122898,25307292,-1.15338,
25321526,0.0616298,25321526,-0.855007,
25338771,0.0309501,25338771,-0.0163411,
25354383,0.185279,25354383,1.02749,
25368924,0.239741,25368924,2.15547,
25385544,0.0915688,25385544,1.45761,
25416646,0.0969151,25416646,0.0117195,
25434694,0.136265,25434694,-0.140584,
25462407,0.0767016,25462407,-0.1726,
25480059,0.041458,25480059,-0.123812,
25511405,0.051141,25511405,-0.0552841,
25543736,0.0382134,25543736,0.021073,
25571319,0.0166723,25571319,0.084875,
25587548,0.00442083,25587548,0.129029,
25604469,0.0305557,25604469,0.150799,
25619171,0.0441275,25619171,0.158241,
25633848,0.0347628,25633848,0.186835,
25649616,0.00398237,25649616,0.207429,
25669420,0.00523789,25669420,0.185687,
25698093,0.00803764,25698093,0.167413,
25725571,0.00501235,25725571,0.137393,
25742352,0.0104818,25742352,0.0953017,
25756455,0.00110987,25756455,0.047501,
25771558,0.00203137,25771558,-0.00521628,
25789393,0.0174236,25789393,-0.125068,
25819569,0.0147845,25819569,-0.194292,
25834105,0.00294609,25834105,-0.228303,
25850399,0.00782785,25850399,-0.269595,
25865488,0.00188416,25865488,-0.320374,
25881641,0.0185706,25881641,-0.354389,
25898580,0.0449944,25898580,-0.41453,
25928372,0.0199141,25928372,-0.452517,
25942174,0.000242978,25942174,-0.478602,
25959905,0.00133741,25959905,-0.536192,
25989233,0.0277147,25989233,-0.540938,
26003666,0.0279254,26003666,-0.564714,
26023012,0.024547,26023012,-0.556848,
26052734,0.00199437,26052734,-0.541958,
26082812,0.00549144,26082812,-0.533228,
26097963,0.0147105,26097963,-0.489381,
26130557,0.0185336,26130557,-0.456007,
26160273,0.009877,26160273,-0.437766,
26173798,0.0173071,26173798,-0.435398,
